item_id,book_title,author,average_rating
62196,Tales of Two Cities: Race and Economic Culture in Early Republican North and South America,Camilla Townsend,3.5
62201,The Companion to a Tale of Two Cities,Andrew Sanders,4
62202,Charles Dickens' a Tale of Two Cities,Henry I. Hubert,3.9
62204,Charles Dickens's a Tale of Two Cities a Sourcebook,Ruth Glancy,4
62206,Cliffs Notes on Dickens' A Tale of Two Cities,James Weigel,3.5
62208,A Tale Of Two Cities,Charles Dickens,3.84
62211,A Tale of Two Cities / Great Expectations / Master Humphrey's Clock,Charles Dickens,3.83
62212,In the Company of the Courtesan,Sarah Dunant,3.78
62213,Transgressions,Sarah Dunant,3.2
62215,"Under My Skin (Hannah Wolfe, #3)",Sarah Dunant,3.42
62216,"Fatlands (Hannah Wolfe, #2)",Sarah Dunant,3.41
62217,Snowstorms in a Hot Climate,Sarah Dunant,3.34
62221,Richard Brautigan: Essays on the Writings and Life,John F. Barber,4.47
62228,"Businesses For Sale: How to Buy or Sell a Small Business - A Guide for Business Buyers, Business Owners & Business Brokers",Peter Siegel,3
62231,Buying Stocks Without a Broker,Charles B. Carlson,3.35
62233,"The Elves of Cintra (Genesis of Shannara, #2)",Terry Brooks,4.11
62237,Der Verrat. Ein Nostradamus- Roman.,Valerio Evangelisti,3.91
62243,"Cherudek. Série Nicolas Eymerich, tome 5",Valerio Evangelisti,3.94
62245,Gentle Willow: A Story for Children about Dying,Joyce C. Mills,4
62246,The Sacred Willow: Four Generations in the Life of a Vietnamese Family,Duong Van Mai Elliott,3.89
62247,Willow Bend,Ally Blue,3.75
62248,"The Blue Willow Inn Cookbook: Discover Why the Best Small-Town Restaurant in the South is in Social Circle, Georgia",Jane Stern,4.23
62249,The Willow Field,William Kittredge,3.39
62254,Willow Run,Patricia Reilly Giff,3.74
62255,Magus. Il romanzo di Nostradamus - Il presagio,Valerio Evangelisti,3.3
62258,"Summer at Willow Lake (Lakeshore Chronicles, #1)",Susan Wiggs,3.96
62260,Gaston's Blue Willow: Identification & Value Guide,Mary Frank Gaston,3.88
62262,Living Willow Sculpture,Jon Warnes,4.09
62265,Making Bent Willow Furniture,Brenda Cameron,3.86
62266,Le Corps et le sang d'Eymerich,Valerio Evangelisti,3.78
62268,The Singing Creek Where the Willows Grow,Opal Whiteley,4.24
62269,The Willows in Winter,William Horwood,3.98
62270,Willows: The Genus Salix,Christopher Newsholme,2.67
62271,"Willow, Wine, Mirror, Moon: Women's Poems from Tang China",Jeanne Larsen,4.36
62273,Willow Weaving,Truus Stol,3.88
62274,Pears on a Willow Tree,Leslie Pietrzyk,3.68
62275,The Willow Pattern Story,Allan Drummond,3.63
62277,"Wicked Willow I: The Darkening (Wicked Willow, #1)",Yvonne Navarro,4.29
62279,Death Beyond the Willows: How a Wedding Day Turned Tragic in America's Heartland,Greg Peck,2.92
62285,Il castello di Eymerich,Valerio Evangelisti,3.89
62289,Il mistero dell'inquisitore Eymerich,Valerio Evangelisti,3.77
62292,"Sword in the Storm (The Rigante, #1)",David Gemmell,4.26
62294,The Memoirs of Alcheringia,Wayland Drew,3.76
62296,Superior: The Haunted Shore,Bruce Litteljohn,3.75
62297,The Master of Norriya,Wayland Drew,3.53
62298,The Wabeno Feast: A Novel,Wayland Drew,3.64
62299,Memoirs of Alcheringia,Wayland Drew,3.76
62300,Dragonslayer,Wayland Drew,3.65
62301,The Gaian Expedient,Wayland Drew,3.79
62310,"Magic Knight Rayearth II, Vol. 1 (Magic Knight Rayearth II, #1)",CLAMP,4.04
62315,"Magic Knight Rayearth Vol. 1 (Magic Knight Rayearth I, #1)",CLAMP,4.09
62318,How the Wild Things Pray,William Cleary,3.75
62319,"Wild Thing (Includes: Warriors of Poseidon, #1.5; Guardians, #1.5)",Maggie Shayne,3.94
62322,"Magic Knight Rayearth, Vol. 4 (Magic Knight Rayearth II, #1)",CLAMP,4.04
62323,Habitats: Where the Wild Things Live,Randi Hacker,3.67
62324,How to Write a Children's Picture Book Volume III: Figures of Speech,Eve Heidi Bine-Stock,3.71
62326,Wild Thing,Anne Stuart,3.52
62327,"Magic Knight Rayearth Vol. 2 (Magic Knight Rayearth I, #2)",CLAMP,4.14
62332,Ferns: Wild Things Make a Comeback in the Garden,C. Colston Burrell,4.33
62339,Opération Tonnerre,Ian Fleming,3.81
62341,"Dr. Gott's No Flour, No Sugar Diet",Peter H. Gott,3.38
62344,Baby and Child Care,Benjamin Spock,3.76
62345,Dr. Neal Barnard's Program for Reversing Diabetes: The Scientifically Proven System for Reversing Diabetes Without Drugs,Neal D. Barnard,4.19
62347,Empire of Dragons,Valerio Massimo Manfredi,3.77
62350,Spartan,Valerio Massimo Manfredi,3.68
62351,"Alexander: Child of a Dream (Aléxandros, #1)",Valerio Massimo Manfredi,4.07
62352,The Last Legion,Valerio Massimo Manfredi,3.78
62353,"The Ends of the Earth (Aléxandros, #3)",Valerio Massimo Manfredi,4.11
62355,"The Sands of Ammon (Aléxandros, #2)",Valerio Massimo Manfredi,4.11
62356,Alexander,Valerio Massimo Manfredi,4.11
62360,"El confín del mundo (Aléxandros, #3)",Valerio Massimo Manfredi,4.11
62364,"Dragons of a Lost Star (Dragonlance: The War of Souls, #2)",Margaret Weis,3.89
62365,Star Cairns (First in the Lost Tombo Series),Sean K. Reynolds,4
62372,"Children's Minds, Talking Rabbits, and Clockwork Oranges",Kieran Egan,4.25
62379,Stanley Kubrick: Interviews,Gene D. Phillips,4.12
62380,Stanley Kubrick: A Narrative and Stylistic Analysis,Mario Falsetto,3.76
62381,The Stanley Kubrick Archives,Christiane Kubrick,4.65
62382,Stanley Kubrick. Drama & Shadows,Rainer Crone,4.48
62384,"The Wolf at the Door: Stanley Kubrick, History, & the Holocaust",Geoffrey Cocks,3.95
62385,Stanley Kubrick: A Biography,Vincent Lobrutto,3.87
62386,The Philosophy of Stanley Kubrick,Jerold J. Abrams,3.65
62387,The Stanley Kubrick Companion,James Howard,3.34
62390,Tom Sawyer Abroad,Mark Twain,3.37
62392,"Tom Sawyer Abroad / Tom Sawyer, Detective",Mark Twain,3.72
62399,Paladión,Valerio Massimo Manfredi,3.37
62406,Aléxandros: El confín del mundo,Valerio Massimo Manfredi,4.11
62408,Aléxandros: Las arenas de Amón,Valerio Massimo Manfredi,4.11
62415,La Ultima Legion,Valerio Massimo Manfredi,3.78
62418,Personal Recollections of Joan of Arc,Mark Twain,4.07
62419,Personal Recollections of Joan of Arc: By the Sieur Louis de Conte (her page and secretary),Mark Twain,4.07
62420,Personal Recollections Of Joan Of Arc,Mark Twain,4.07
62421,"Personal Recollections of Joan of Arc by Mark Twain, Fiction, Classics",Mark Twain,4.07
62427,Quimaira,Valerio Massimo Manfredi,3.43
62428,This Side of Paradise / Flappers and Philosophers,F. Scott Fitzgerald,3.67
62431,Stories and Poems (Classic Retelling),Edgar Allan Poe,4.39
62432,Edgar Allan Poe,Milton Meltzer,4.04
62433,The Tell-Tale Heart: The Life and Works of Edgar Allan Poe,Julian Symons,4.17
62434,Lost Tales,Edgar Allan Poe,4.37
62435,In the Shadow of Edgar Allan Poe,Jonathon Scott Fuqua,3.28
62436,The Borzoi Poe: The Complete Poems & Stories,Edgar Allan Poe,4.39
62437,The Works of Edgar Allan Poe: Volume 1 (The Works of Edgar Allan Poe [Raven Edition] #1),Edgar Allan Poe,4.35
62438,"The Works of Edgar Allan Poe, Volume 2",Edgar Allan Poe,4.39
62439,The Black Cat and Other Stories,David Wharry,4.04
62440,Eureka: A Prose Poem,Edgar Allan Poe,3.72
62443,"The Works of Edgar Allen Poe, Volume 4",Edgar Allan Poe,4.39
62444,The Works of Edgar Allen Poe Volume 5,Edgar Allan Poe,4.43
62445,The Prince and the Pauper,Mark Twain,3.85
62449,The Prince and the Pauper (Great Illustrated Classics),Shirley Bogart,3.96
62450,The Prince and the Pauper: A Tale for Young People of All Ages,Mark Twain,3.85
62451,The Prince and the Pauper (Classic Starts Series adaptations),Kathleen Olmstead,4.11
62454,Leonardo da Vinci,Diane Stanley,3.98
62455,The New Revelation: My Personal Investigation of Spiritualism,Arthur Conan Doyle,3.21
62459,Leonardo. El Vuelo de La Mente,Charles Nicholl,4.01
62460,The Nether Scroll (Lost Empires #4),Lynn Abbey,3.51
62461,The Shattered Mask (Forgotten Realms: Sembia #3),Richard Lee Byers,3.97
62462,"Temple Hill (The Cities, #2)",Drew Karpyshyn,3.56
62463,Black Wolf (Sembia #4),Dave Gross,3.92
62464,"Pool of Twilight (Forgotten Realms: Pools, #3)",James M. Ward,3.65
62465,"Heirs of Prophecy (Forgotten Realms: Sembia, #5)",Lisa Smedman,3.76
62467,The Halls Of Stormweather (Sembia #1),Philip Athans,3.93
62468,"The City of Ravens (The Cities, #1)",Richard  Baker,3.94
62469,"Sands of the Soul (Forgotten Realms: Sembia, #6)",Voronica Whitney-Robinson,3.81
62470,"Elminster in Hell (Elminster, #4)",Ed Greenwood,3.56
62471,"Shadow's Witness (Forgotten Realms: Sembia, #2)",Paul S. Kemp,4.04
62473,"Siege of Darkness (Forgotten Realms: Legacy of the Drow, #3; Legend of Drizzt, #9)",R.A. Salvatore,4.17
62474,"The Forgotten Realm (Doc Savage, #190)",Kenneth Robeson,3.82
62475,"Sword Play (Forgotten Realms: Netheril, #1)",Clayton Emery,3.5
62476,"Dangerous Games (Forgotten Realms: Netheril, #2)",Clayton Emery,3.64
62478,"Shadowdale (Forgotten Realms: Avatar, #1)",Richard Awlinson,3.7
62479,"Servant of the Shard (Forgotten Realms: Paths of Darkness, #3; The Sellswords, #1)",R.A. Salvatore,4.16
62481,"Transcendence (Corona: The Second DemonWars Saga, #2)",R.A. Salvatore,4.11
62482,"Paths of Darkness Collector's Edition (Forgotten Realms: Paths of Darkness, #1-4)",R.A. Salvatore,4.38
62483,"Spearwielder's Tale (Spearwielder's Tale, #1-3)",R.A. Salvatore,3.96
62486,An Introduction to Fuzzy Logic and Fuzzy Sets,James J. Buckley,3.86
62487,Fuzzy Mathematics in Economics and Engineering,James J. Buckley,4.5
62488,Esda 1996: Proceedings Of The 1996 Engineering Systems Design And Analysis Conference.,R.M. Eslami,0
62490,Iran and Iranian Studies: Essays in Honor of Iraj Afshar,Kambiz Eslami,4.33
62491,Senior Design Experience: Lessons for Life,Mansour Eslami,0
62492,Analog and Digital Circuits Theory and Experimentation,Mansour Eslami,0
62494,The Novels of José Saramago,David Frier,3.8
62497,O Ano da Morte de Ricardo Reis,José Saramago,4.02
62498,José Saramago: El Amor Posible,Juan Arias,3.77
62499,Thud Ridge: F-105 Thunderchief missions over Vietnam,Jack Broughton,4.19
62500,Roll Call: Thud: A Photographic Record of the Republic F-105 Thunderchief,John M. Campbell,3.5
62502,Modern Militairy Aircraft: Thud (Modern Militairy Aircraft Series 5004),Lou Drendel,5
62504,Humphrey Thud,Camilla Ashforth,2.75
62506,Thud!,Nick Butterworth,3.66
62507,Mean Old Mickle & Smack-Biff-Thud,Enid Blyton,5
62510,Artist's Photo Reference: Birds,Bart Rulon,4
62511,Birds: An Artist's View,Rob Hume,4
62512,Artist's Photo Reference: Songbirds & Other Favorite Birds,Bart Rulon,3.71
62515,Devotion,Howard Norman,3.38
62517,The Museum Guard,Howard Norman,3.57
62518,"My Famous Evening: Nova Scotia Sojourns, Diaries, and Preoccupations",Howard Norman,3.52
62519,The Haunting of L,Howard Norman,3.53
62520,In Fond Remembrance of Me: A Memoir of Myth and Uncommon Friendship in the Arctic,Howard Norman,3.8
62521,Northern Tales: Stories from the Native Peoples of the Arctic and Sub-Arctic Regions,Howard Norman,3.9
62522,Joe Wilson and the Creation of Xerox,Charles D. Ellis,3.72
62523,"The 761st ""Black Panther"" Tank Battalion in World War II: An Illustrated History of the First African American Armored Unit to See Combat",Joe Wilson Jr.,4.62
62525,Joe Turner's Come and Gone,August Wilson,3.94
62530,"Thud! (Discworld, #34; City Watch #7)",Terry Pratchett,4.32
62533,The Fourth Branch,Josef Wilson,0
62534,"Ailing, Aging, Addicted: Studies of Compromised Leadership",Bert Edward Park,3
62535,The Engineer of Human Souls,Josef Škvorecký,4.16
62536,Business Optimisation,Josef Kallrath,4.5
62539,The Creation: An Appeal to Save Life on Earth,Edward O. Wilson,3.8
62541,Pudd'nhead Wilson,Mark Twain,3.79
62542,The Illuminatus! Trilogy,Robert Shea,4.01
62543,Fences,August Wilson,3.88
62544,"All the Rage (Repairman Jack, #4)",F. Paul Wilson,4.16
62545,"The Hidden Assassins (Javier Falcon, #3)",Robert Wilson,3.92
62546,The Lois Wilson Story: When Love is Not Enough: The Authorized Biography of the Cofounder of Al-Anon,William Borchert,4.27
62548,Justin Wilson's Homegrown Louisiana Cookin',Justin Wilson,4.43
62550,"The Vanished Hands (Javier Falcon, #2)",Robert Wilson,3.95
62551,Email to the Universe and Other Alterations of Consciousness,Robert Anton Wilson,3.96
62552,"Conspiracies (Repairman Jack, #3)",F. Paul Wilson,4.1
62553,Bureaucracy: What Government Agencies Do and Why They Do It,James Q. Wilson,3.99
62555,On Human Nature,Edward O. Wilson,4.08
62556,"Gateways (Repairman Jack, #7)",F. Paul Wilson,4.22
62557,Bear's New Friend,Karma Wilson,4.15
62559,Bogeyman,Gayle Wilson,3.65
62560,"Blood Is Dirt (Bruce Medway, #3)",Robert Wilson,3.85
62563,"Woodrow Wilson (The American Presidents, #28)",H.W. Brands,3.79
62564,Mark Wilson's Complete Course in Magic,Mark       Wilson,4.21
62565,Pathophysiology: Clinical Concepts of Disease Processes,Sylvia A. Price,3.88
62566,Pudd'nhead Wilson/Those Extraordinary Twins,Mark Twain,3.79
62569,College Physics,Jerry D. Wilson,3.71
62570,"The Big Killing (Bruce Medway, #2)",Robert Wilson,3.76
62571,"The Keep (Adversary Cycle, #1)",F. Paul Wilson,3.99
62572,Wilson & Gisvold's Textbook of Organic Medicinal and Pharmaceutical Chemistry,Charles Owens Wilson,3.92
62573,Bear Feels Sick,Karma Wilson,4.27
62574,Dreamgirl and Supreme Faith: My Life as a Supreme,Mary Wilson,4.3
62575,The Justin Wilson #2 Cookbook: Cookin’ Cajun,Justin Wilson,4.54
62576,"Nature Revealed: Selected Writings, 1949-2006",Edward O. Wilson,4.29
62577,The Victorians,A.N. Wilson,3.85
62578,"The Truly Disadvantaged: The Inner City, the Underclass, and Public Policy",William Julius Wilson,3.94
62579,The Marriage Problem: How Our Culture Has Weakened Families,James Q. Wilson,3.63
62580,Justin Wilson Looking Back: A Cajun Cookbook,Justin Wilson,4.5
62582,Physics Laboratory Experiments,Jerry D. Wilson,3.31
62583,"Nature's God (Historical Illuminatus Chronicles, #3)",Robert Anton Wilson,4.05
62584,Coincidance: A Head Test,Robert Anton Wilson,3.87
62585,"Catch a Wave: The Rise, Fall, and Redemption of the Beach Boys' Brian Wilson",Peter Ames Carlin,3.92
62586,"Legacies (Repairman Jack, #2)",F. Paul Wilson,4.08
62587,"A Darkening Stain (Bruce Medway, #4)",Robert Wilson,3.97
62588,Homosexuality and the Politics of Truth,Jeffrey Satinover,4.16
62589,The Politics of Truth,Michel Foucault,4.11
62590,The Politics of Truth: From Marx to Foucault,Michèle Barrett,3.65
62591,Lenin Reloaded: Toward a Politics of Truth (Sic VII),Sebastian Budgen,3.71
62592,Democratic Hope: Pragmatism and the Politics of Truth,Robert B. Westbrook,4.14
62593,The Politics of Truth and Reconciliation in South Africa: Legitimizing the Post-Apartheid State,Richard Ashby Wilson,3.89
62594,"Primetime Politics: The Truth about Conservative Lies, Corporate Control, and Television Culture",Philip Green,3.33
62595,The Politics of Truth and Other Untimely Essays: The Crisis of Civic Consciousness,Ellis Sandoz,4
62596,Partial Truths and the Politics of Community,Mary Ann Tétreault,0
62597,Challenging Postmodernism: Philosophy and the Politics of Truth,David Detmer,3.73
62599,The Paranormal and the Politics of Truth: A Sociological Account,Jeremy Northcote,3
62600,Politics and Truth: Political Theory and the Postmodernist Challenge,Theresa Man Ling Lee,2
62601,"Truth, Politics, and Universal Human Rights",Janet Holl Madigan,4
62603,"Truth, Politics, Morality: Pragmatism and Deliberation",Cheryl Misak,3.71
62604,"Lal Bahadur Shastri, Prime Minister of India 1964-1966: A Life of Truth in Politics",C.P. Srivastava,4.45
62605,Amoral Politics: The Persistent Truth of Machiavellism,Ben-Ami Scharfstein,3
62606,"The Politics of Memory: Truth, Healing and Social Justice",Ifi Amadiume,3.67
62607,"Sex, Lies & Politics: The Naked Truth",Larry Flynt,3.55
62610,Sacrificed? Truth or Politics,"LARRY, D SPENCER",0
62611,Testimonio: On The Politics Of Truth,John Beverley,4.08
62612,"Art, Truth, and High Politics: A Bibliographic Study of the Official Lives of Queen Victoria's Ministers in Cabinet, 1843-1969",John     Powell,0
62613,The South African Truth Commission: North Korean Negotiating Behavior,Dorothy C. Shea,4
62614,"Truth, History and Politics in Mongolia: Memory of Heroes",Chris Kaplonski,2
62615,"Armey's Axioms: 40 Hard-Earned Truths from Politics, Faith and Life",Dick Armey,3.62
62616,"Giza: The Truth: The People, Politics, and History Behind the World's Most Famous Archaeological Site",Ian Lawton,3.7
62618,Truth and Reconciliation Commission of South Africa Report: Five Volume Set,Truth and Reconcilation Commission of South Africa,5
62619,"Truth and Reconciliation Commission of South Africa Report, Volume 5",Truth and Reconcilation Commission of South Africa,3.25
62620,"Truth and Reconciliation Commission of South Africa Report, Volume 3",Truth and Reconcilation Commission of South Africa,0
62621,"Augusto ""c�sar"" Sandino: Messiah of Light and Truth",Marco Aurelio Navarro-Genie,3.75
62626,Dr. Dean Ornish's Program for Reversing Heart Disease: The Only System Scientifically Proven to Reverse Heart Disease Without Drugs or Surgery,Dean Ornish,4.01
62627,"Everyday Cooking with Dr. Dean Ornish: 150 Easy, Low-Fat, High-Flavor Recipes",Dean Ornish,3.41
62629,Conservatives Without Conscience,John W. Dean,3.97
62630,Research Methods for Criminal Justice and Criminology,Dean John Champion,3.62
62631,"Probation, Parole and Community Corrections",Dean John Champion,2.4
62632,"The Juvenile Justice System: Delinquency, Processing, and the Law",Dean John Champion,3.61
62634,The Classic Layout Designs of John Armstrong,John H. Armstrong,4.6
62636,Censored 2004: The Top 25 Censored Stories,Peter Phillips,3.71
62637,En La Cama Con El Enemigo,David Goodman,5
62639,"Friendly Fire: The Remarkable Story of a Journalist Kidnapped in Iraq, Rescued by an Italian Secret Service Agent, and Shot by U.S. Forces",Giuliana Sgrena,3.36
62642,Practical Guide to SEC Proxy and Compensation Rules,Amy L. Goodman,0
62645,Shadow of the Sphinx (The Judge of Egypt Trilogy),Christian Jacq,3.97
62647,"The Place of Truth (Stone of Light, #4)",Christian Jacq,4.06
62648,"The Wise Woman (The Stone of Light, #2)",Christian Jacq,3.97
62650,"Paneb the Ardent (Stone of Light, #3)",Christian Jacq,4.01
62651,"The Conspiracy Of Evil (The Mysteries Of Osiris, #2)",Christian Jacq,3.9
62652,"The Tree of Life (The Mysteries of Osiris, #1)",Christian Jacq,3.65
62653,"Pirates and Emperors, Old and New",Noam Chomsky,3.93
62654,New Horizons in the Study of Language and Mind,Noam Chomsky,4.2
62655,On Nature and Language,Noam Chomsky,3.7
62656,Chomsky for Beginners,David Cogswell,3.8
62657,Middle East Illusions: Including Peace in the Middle East?,Noam Chomsky,3.81
62659,Profit Over People: Neoliberalism and Global Order,Noam Chomsky,4.06
62661,The Sound Pattern of English,Noam Chomsky,4.18
62662,The Cambridge Companion to Chomsky,James A. McGilvray,4.3
62663,The Emerging Framework of World Power,Noam Chomsky,3.97
62664,The New Intifada: Resisting Israel's Apartheid,Roane Carey,4.03
62665,Latin America: From Colonization to Globalization,Noam Chomsky,4.01
62668,At War With Asia: Essays on Indochina,Noam Chomsky,4.03
62669,Hegemon-A O Supervivencia,Noam Chomsky,3.97
62670,Introducing Chomsky,John Maher,3.69
62671,Chomsky and Globalisation,Jeremy Fox,3.22
62672,Deterring Democracy,Noam Chomsky,4.08
62673,Rules and Representations (Classics in Philosophy),Noam Chomsky,3.87
62674,Interventions (Open Media),Noam Chomsky,3.9
62676,Reflections on Language,Noam Chomsky,3.55
62677,Chomsky and His Critics,Louise M. Antony,4.31
62678,"Knowledge of Language: Its Nature, Origins and Use (Convergence)",Noam Chomsky,4.05
62680,"The Chomsky Quartet: The Common Good/The Prosperous Few & the Restless Many/Secrets, Lies & Democracy/What Uncle Sam Really Wants (Real Story)",Noam Chomsky,4.27
62681,"Conversations on the Edge of the Apocalypse: Contemplating the Future with Noam Chomsky, George Carlin, Deepak Chopra, Rupert Sheldrake, and Others",David Jay Brown,3.85
62683,Chomsky's Universal Grammar: An Introduction,Vivian Cook,3.69
62684,"Language and Thought (Anshen Transdisciplinary Lectureships in Art, Science and the Philosophy of Culture, #3)",Noam Chomsky,3.86
62686,Año 501: La Conquista Continua,Noam Chomsky,4.13
62687,The New Military Humanism: Lessons From Kosovo,Noam Chomsky,3.8
62689,"Rethinking Camelot: JFK, the Vietnam War and US Political Culture",Noam Chomsky,3.77
62690,They Take Our Jobs!: And 20 Other Myths about Immigration,Aviva Chomsky,4.06
62691,Topics in the Theory of Generative Grammar,Noam Chomsky,4.21
62692,Chomsky's Universal Grammar,Vivian Cook,3.69
62693,Noam Chomsky,Wolfgang B. Sperlich,3.78
62694,War Plan Iraq: Ten Reasons Against War with Iraq,Milan Rai,3.67
62695,Powers and Prospects: Reflections on Human Nature and the Social Order,Noam Chomsky,3.82
62696,Chomsky: Ideas and Ideals (Revised),Neilson Voyne Smith,3.91
62697,Linguistics and Theology: The Significance of Noam Chomsky for Theological Constructiion,Irene Lawrence,0
62698,"Fateful Triangle: The United States, Israel and the Palestinians",Noam Chomsky,4.15
62699,"World Orders, Old and New",Noam Chomsky,3.96
62700,Noam Chomsky: A Life of Dissent,Robert F. Barsky,3.84
62701,From Whitney to Chomsky: Essays in the History of American Linguistics,John Earl Joseph,4
62702,An American Addiction,Noam Chomsky,3.83
62703,The Social and Political Thought of Noam Chomsky,Alison Edgely,0
62704,Masters of Terror: Indonesia's Military and Violence in East Timor,Richard Tanter,4
62706,Language and Politics,Noam Chomsky,4.16
62707,The Imperial Presidency,Noam Chomsky,3.89
62708,The  Prosperous Few and the Restless Many (Real Story),Noam Chomsky,4.04
62709,Manufacturing Consent: Noam Chomsky and the Media: The Companion Book to the Award-Winning Film,Mark Achbar,4.3
62711,"After the Cataclysm (Political Economy of Human Rights, #2)",Noam Chomsky,3.82
62712,The Culture of Terrorism,Noam Chomsky,4
62713,Language and Learning: The Debate between Jean Piaget & Noam Chomsky,Massimo Piattelli Palmarini,4.36
62714,"Knowledge, Competence and Communication: Chomsky, Freire, Searle, and Communicative Language Teaching",William H. Walcott,0
62715,"The Washington Connection & Third World Fascism (Political Economy of Human Rights, #1)",Noam Chomsky,4.27
62716,Sobre Democracia y Educacion (Paidos Estado y Sociedad),Noam Chomsky,3.96
62717,On Power and Ideology: The Managua Lectures,Noam Chomsky,4.21
62718,A New Generation Draws the Line,Noam Chomsky,3.83
62720,Selected Commercial Statutes: For Sales and Contracts Courses,Carol L. Chomsky,1
62723,Noam Chomsky: Critical Assessments,Carlos P. Otero,4.5
62724,Grand Street 50: Models (Fall 1994),Grand Street,0
62725,Modular Approaches Study Mind,Noam Chomsky,4.57
62726,A Hated Political Enemy: Allen Bell Interviews Noam Chomsky,Allen Bell,3.5
62727,Inside Lebanon: Journey to a Shattered Land with Noam and Carol Chomsky,Assaf Kfoury,3.78
62730,Identity and Struggle at the Margins of the Nation-State: The Laboring Peoples of Central America and the Hispanic Caribbean,Aviva Chomsky,3.88
62731,Chomsky's Minimalism,Pieter A.M. Seuren,3.67
62733,Chomsky,Michael Dean,3.33
62734,Letters from Lexington: Reflections on Propaganda,Noam Chomsky,3.75
62736,Transformational Syntax,Andrew Radford,3.59
62737,For a Free Humanity: For Anarchy,Noam Chomsky,3.74
62745,"Noam Chomsky: A Personal Bibliography, 1951 1986",E.F.K. Koerner,0
62749,"Chomsky: Language, Mind, and Politics",James A. McGilvray,4.15
62752,Noam Chomsky: A philosophic overview (Twayne's world leaders series),Justin Leiber,4
62754,Chomsky; Ideas E Ideales,Neilson Voyne Smith,3.91
62756,On Noam Chomsky: Critical Essays,Gilbert Harman,3.5
62758,Reflections on Chomsky,Alexander George,0
62760,Chomsky's System of Ideas,Fred D'Agostino,1
62761,Mythos Sprache: Aspekte Ideologischer Sprachwissenschaft In D. Erkenntnistheoretischen Grundlagen Von N. Chomsky U. B. F. Skinner,Heidemarie Sarter,0
62763,Kokoro no Te: Handmade Treasures from the Heart,Kumiko Sudo,4.04
62764,Kokoro,Natsume Sōseki,4.02
62766,Kokoro: Hints and Echos of Japanese Inner Life,Lafcadio Hearn,3.73
62767,Kokoro: Hints and Echoes of Japanese Inner Life,Lafcadio Hearn,3.73
62769,Kokoro: Hins and Echoes of Japanese Inner Life,Lafcadio Hearn,3.73
62770,Kokoro Japanese Inner Life Hints,Lafcadio Hearn,3.73
62772,I Am a Cat,Natsume Sōseki,3.71
62774,The Gate,Natsume Sōseki,3.95
62776,My Individualism & The Philosophical Foundations of Literature,Natsume Sōseki,3.71
62779,Nada,Carmen Laforet,3.85
62780,La nada cotidiana,Zoé Valdés,3.4
62781,Nadas' Pediatric Cardiology,John F. Keane,4
62785,The Blue Devils of Nada: A Contemporary American Approach to Aesthetic Statement,Albert Murray,3.95
62790,Die Gesellschaftskritik Des Rafael Sánchez Ferlosio,Benedikt Maria Helfer,0
62791,Experience And Objectivity In The Writings Of Rafael Sánchez Ferlosio,Jeremy S. Squires,0
62794,Confessions of a Mask,Yukio Mishima,3.92
62796,The Decay of the Angel,Yukio Mishima,4.13
62797,Mishima's Sword: Travels in Search of a Samurai Legend,Christopher    Ross,3.63
62799,The Sailor Who Fell from Grace with the Sea,Yukio Mishima,3.89
62800,Death in Midsummer and Other Stories,Yukio Mishima,4.07
62802,The Temple of Dawn,Yukio Mishima,3.87
62803,The Life and Death of Yukio Mishima,Henry Scott Stokes,3.86
62804,Sun and Steel,Yukio Mishima,3.92
62806,Mishima: A Biography,John Nathan,3.93
62808,Acts of Worship: Seven Stories,Yukio Mishima,3.92
62809,Five Modern No Plays,Yukio Mishima,4.06
62810,My Friend Hitler and Other Plays of Yukio Mishima,Yukio Mishima,3.82
62811,Forbidden Colors,Yukio Mishima,3.93
62812,Runaway Horses,Yukio Mishima,4.18
62813,Mishima: A Vision of the Void,Marguerite Yourcenar,3.74
62814,"Deadly Dialectics: Sex, Violence, and Nihilism in the World of Yukio Mishima",Roy Starrs,3.77
62815,Madness and Perversion of Yukio Mishima,Jerry S. Piven,3.36
62817,Mishima ou La vision du vide,Marguerite Yourcenar,3.74
62821,Naked Asia,Clifford Baker,4.5
62822,"The Moon in the Water: Understanding Tanizaki, Kawabata, and Mishima",Gwenn Boardman Petersen,3.85
62823,After the Banquet,Yukio Mishima,3.72
62824,Yukio Mishima,Peter Wolfe,3.8
62826,Peter O'Toole: A Biography,Michael Freedland,3.17
62827,Tim O'Toole and the Wee Folk,Gerald McDermott,3.69
62829,Bureaucracy in a Democratic State: A Governance Perspective,Kenneth J. Meier,3.4
62830,Who Was Maria Tallchief?,Catherine Gourley,4.16
62831,The Classic Fairy Tales,Maria Tatar,4.29
62832,The Unedited Diaries,Carolina Maria de Jesus,4.24
62833,Secret of Childhood,Maria Montessori,4.21
62834,Creating Spreadsheets and Charts in Excel,Maria Langer,4
62835,Sweet Maria's Italian Cookie Tray: A Cookbook,Maria Bruscino Sanchez,4.29
62836,Maria Montessori: Her Life and Work,E.M. Standing,4.2
62837,Shakey: Neil Young's Biography,Jimmy McDonough,4.06
62838,Shakey's Loose,Renay Jackson,4.12
62841,Maui Days,Wayne Shakey Boteilho,0
62845,A Message to Garcia,Elbert Hubbard,3.69
62846,Communication Networks: Fundamental Concepts and Key Architectures,Alberto Leon-Garcia,4.15
